object_id,title,object_name,culture,period,date_begin,date_end,country,region,city,geography,medium,classification,description,tags,image_url,image_small_url,object_url,is_public_domain,source,search_keywords,department,dynasty,reign,credit_line,cultural_context_reason,cultural_context,text_for_embedding,mid_year,visual_x,visual_y,semantic_x,semantic_y
313676,Tahiri ra'a (fly whisk),Fly whisk,Austral Islands,,1800,1870,French Polynesia,Austral Islands,,,"Wood, coconut fiber ('aha), human hair",Wood-Implements,"The Metropolitan Museum of Art, 
New York, The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",,https://images.metmuseum.org/CRDImages/ao/original/DP-24336-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24336-001.jpg,https://www.metmuseum.org/art/collection/search/313676,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"The Metropolitan Museum of Art, 
New York, The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",insufficient or ambiguous contextual evidence,Other,"Title: Tahiri ra'a (fly whisk) Object type: Fly whisk Culture: Austral Islands Country: French Polynesia Region: Austral Islands Medium: Wood, coconut fiber ('aha), human hair Classification: Wood-Implements",1835.0,0.21419793,-0.066972494,0.021661136,0.19718917
314217,Vessel with mythological scene,Vessel,Maya,,600,800,Mexico or Guatemala,Mesoamerica,,,"Ceramic, slip",Ceramics-Containers,"Purchase, The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller and Gifts of Nelson A. Rockefeller, Nathan Cummings, S.L.M. Barlow, Meredith Howland, and Captain Henry Erben, by exchange; and funds from various donors, 1980",,https://images.metmuseum.org/CRDImages/ao/original/DP-571-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-571-001.jpg,https://www.metmuseum.org/art/collection/search/314217,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Purchase, The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller and Gifts of Nelson A. Rockefeller, Nathan Cummings, S.L.M. Barlow, Meredith Howland, and Captain Henry Erben, by exchange; and funds from various donors, 1980",insufficient or ambiguous contextual evidence,Other,"Title: Vessel with mythological scene Object type: Vessel Culture: Maya Country: Mexico or Guatemala Region: Mesoamerica Medium: Ceramic, slip Classification: Ceramics-Containers",700.0,0.22581233,-0.004401888,-0.079249665,0.4313782
314518,Tetrapod Bowl,Vessel,Maya,,1,400,Guatemala,Mesoamerica,,,Ceramic,Ceramics-Containers,"Gift of Arthur M. Bullowa, 1982",,https://images.metmuseum.org/CRDImages/ao/original/DP-13003-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13003-001.jpg,https://www.metmuseum.org/art/collection/search/314518,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Arthur M. Bullowa, 1982",insufficient or ambiguous contextual evidence,Other,Title: Tetrapod Bowl Object type: Vessel Culture: Maya Country: Guatemala Region: Mesoamerica Medium: Ceramic Classification: Ceramics-Containers,200.5,0.3227028,-0.016272686,-0.10336915,0.49127287
314522,Tetrapod Jar,Bowl,Maya,,-200,1,El Salvador or Guatemala,Mesoamerica,,,Ceramic,Ceramics-Containers,"Gift of Arthur M. Bullowa, 1982",,https://images.metmuseum.org/CRDImages/ao/original/DP23127.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP23127.jpg,https://www.metmuseum.org/art/collection/search/314522,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Arthur M. Bullowa, 1982",insufficient or ambiguous contextual evidence,Other,Title: Tetrapod Jar Object type: Bowl Culture: Maya Country: El Salvador or Guatemala Region: Mesoamerica Medium: Ceramic Classification: Ceramics-Containers,-99.5,0.3170822,-0.020174408,-0.107425004,0.45365846
314523,Cylindrical Vessel,Vessel,Maya,,-100,100,Guatemala,Mesoamerica,,,"Ceramic, slip",Ceramics-Containers,"Gift of Arthur M. Bullowa, 1982",,https://images.metmuseum.org/CRDImages/ao/original/DP101926.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP101926.jpg,https://www.metmuseum.org/art/collection/search/314523,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Arthur M. Bullowa, 1982",insufficient or ambiguous contextual evidence,Other,"Title: Cylindrical Vessel Object type: Vessel Culture: Maya Country: Guatemala Region: Mesoamerica Medium: Ceramic, slip Classification: Ceramics-Containers",,0.30335847,-0.03888041,-0.07523664,0.48319802
314524,Cylindrical Vessel,Vessel,Maya,,100,200,Guatemala,Mesoamerica,,,Ceramic,Ceramics-Containers,"Gift of Arthur M. Bullowa, 1982",,https://images.metmuseum.org/CRDImages/ao/original/h1_1982.207.7.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/h1_1982.207.7.jpg,https://www.metmuseum.org/art/collection/search/314524,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Arthur M. Bullowa, 1982",insufficient or ambiguous contextual evidence,Other,Title: Cylindrical Vessel Object type: Vessel Culture: Maya Country: Guatemala Region: Mesoamerica Medium: Ceramic Classification: Ceramics-Containers,150.0,0.25058633,-0.06498248,-0.09190816,0.47875953
314528,Tunic with Diamond Band,Tunic,Inca,,1460,1540,Peru,,,,"Camelid hair, cotton",Textiles-Woven,"Rogers Fund, 1982",,https://images.metmuseum.org/CRDImages/ao/original/DP107698.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP107698.jpg,https://www.metmuseum.org/art/collection/search/314528,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Rogers Fund, 1982",insufficient or ambiguous contextual evidence,Other,"Title: Tunic with Diamond Band Object type: Tunic Culture: Inca Country: Peru Medium: Camelid hair, cotton Classification: Textiles-Woven",1500.0,-0.020847872,-0.15797125,-0.020718466,0.24395463
315668,Tupu (pin),Pin,Inca,,1400,1533,"Ecuador, Peru, Bolivia, Chile, or Argentina",,,,Copper or alloy of copper,Metal-Ornaments,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986",,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-020.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-020.jpg,https://www.metmuseum.org/art/collection/search/315668,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986",insufficient or ambiguous contextual evidence,Other,"Title: Tupu (pin) Object type: Pin Culture: Inca Country: Ecuador, Peru, Bolivia, Chile, or Argentina Medium: Copper or alloy of copper Classification: Metal-Ornaments",1466.5,0.2587944,-0.08390967,-0.20383345,0.38987055
315735,Crucifix,Crucifix,Kongo peoples,,1600,1700,Angola,Northwestern Angola,,,Brass,Metal-Sculpture,"Gift of Ernst Anspach, 1989",Christ; Cross; Crucifixion,https://images.metmuseum.org/CRDImages/ao/original/DP-22132-003.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-22132-003.jpg,https://www.metmuseum.org/art/collection/search/315735,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Ernst Anspach, 1989",insufficient or ambiguous contextual evidence,Other,Title: Crucifix Object type: Crucifix Culture: Kongo peoples Country: Angola Region: Northwestern Angola Medium: Brass Classification: Metal-Sculpture Tags: Christ; Cross; Crucifixion,1650.0,0.2454466,0.037135195,-0.11571668,0.16033655
316274,Plate with trumpeter,Plate,Maya,,700,800,Guatemala or Mexico,Mesoamerica,,,"Ceramic, slip",Ceramics-Containers,"Gift of Eugene and Ina Schnell, 1989",Men; Trumpets; Musicians,https://images.metmuseum.org/CRDImages/ao/original/DP-24261-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24261-001.jpg,https://www.metmuseum.org/art/collection/search/316274,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Eugene and Ina Schnell, 1989",insufficient or ambiguous contextual evidence,Other,"Title: Plate with trumpeter Object type: Plate Culture: Maya Country: Guatemala or Mexico Region: Mesoamerica Medium: Ceramic, slip Classification: Ceramics-Containers Tags: Men; Trumpets; Musicians",750.0,0.21156159,-0.016996033,-0.10864085,0.32795775
316304,Tripod Plate,Plate,Maya,,800,1000,Mexico,Mesoamerica,,,Ceramic,Ceramics-Containers,"Gift of Arthur M. Bullowa, 1989",,https://images.metmuseum.org/CRDImages/ao/original/DP219258.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP219258.jpg,https://www.metmuseum.org/art/collection/search/316304,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Arthur M. Bullowa, 1989",insufficient or ambiguous contextual evidence,Other,Title: Tripod Plate Object type: Plate Culture: Maya Country: Mexico Region: Mesoamerica Medium: Ceramic Classification: Ceramics-Containers,900.0,0.32271147,0.026037421,-0.08434997,0.3827929
316415,Ceremonial Textile (Tampan),Ceremonial textile,Lampung,,1800,1900,Indonesia,Sumatra,Piya,,Cotton,Textiles-Woven,"Gift of Anita E. Spertus and Robert J. Holmgren, in honor of Douglas Newton, 1990",Ships,https://images.metmuseum.org/CRDImages/ao/original/DP-23874-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23874-001.jpg,https://www.metmuseum.org/art/collection/search/316415,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Anita E. Spertus and Robert J. Holmgren, in honor of Douglas Newton, 1990",insufficient or ambiguous contextual evidence,Other,Title: Ceremonial Textile (Tampan) Object type: Ceremonial textile Culture: Lampung Country: Indonesia Region: Sumatra Medium: Cotton Classification: Textiles-Woven Tags: Ships,1850.0,-0.08398907,-0.22688928,0.06458484,0.13955583
316427,Tumi (knife),Knife,Lambayeque (Sicán),,900,1100,Peru,North Coast,,,"Gold, turquoise",Metal-Implements,"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1991",Birds; Faces,https://images.metmuseum.org/CRDImages/ao/original/DP215693.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP215693.jpg,https://www.metmuseum.org/art/collection/search/316427,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1991",insufficient or ambiguous contextual evidence,Other,"Title: Tumi (knife) Object type: Knife Culture: Lambayeque (Sicán) Country: Peru Region: North Coast Medium: Gold, turquoise Classification: Metal-Implements Tags: Birds; Faces",1000.0,0.25671735,-0.032812115,-0.18618634,0.3362216
316436,Earflare with ritual procession,Earflare,Chimú,,1350,1470,Peru,North Coast,,,Gold,Metal-Ornaments,"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1991",Fans; Men,https://images.metmuseum.org/CRDImages/ao/original/DP370836.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP370836.jpg,https://www.metmuseum.org/art/collection/search/316436,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1991",insufficient or ambiguous contextual evidence,Other,Title: Earflare with ritual procession Object type: Earflare Culture: Chimú Country: Peru Region: North Coast Medium: Gold Classification: Metal-Ornaments Tags: Fans; Men,1410.0,0.18146811,-0.087974355,-0.009984636,0.2519224
316437,Earflare with ritual procession,Earflare,Chimú,,1350,1470,Peru,North Coast,,,Gold,Metal-Ornaments,"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1991",Men,https://images.metmuseum.org/CRDImages/ao/original/DP370837.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP370837.jpg,https://www.metmuseum.org/art/collection/search/316437,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1991",insufficient or ambiguous contextual evidence,Other,Title: Earflare with ritual procession Object type: Earflare Culture: Chimú Country: Peru Region: North Coast Medium: Gold Classification: Metal-Ornaments Tags: Men,1410.0,0.20252292,-0.10817511,-0.0035147588,0.270303
316691,Figure pendant,Pendant,Tairona,,900,1600,Colombia,Sierra Nevada/Caribbean region,,,Gold,Metal-Ornaments,"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1991",,https://images.metmuseum.org/CRDImages/ao/original/DP215717.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP215717.jpg,https://www.metmuseum.org/art/collection/search/316691,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1991",insufficient or ambiguous contextual evidence,Other,Title: Figure pendant Object type: Pendant Culture: Tairona Country: Colombia Region: Sierra Nevada/Caribbean region Medium: Gold Classification: Metal-Ornaments,1250.0,0.22866762,0.018853702,-0.10912925,0.29432803
316813,"Jar, Ritual Scenes",Jar,Maya,,700,900,Guatemala,Mesoamerica,,,"Ceramic, slip, pigment",Ceramics-Containers,"Gift of Mr. and Mrs. Charles Diker, 1993",Infants; Men; Women,https://images.metmuseum.org/CRDImages/ao/original/1993.441_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1993.441_a.JPG,https://www.metmuseum.org/art/collection/search/316813,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Mr. and Mrs. Charles Diker, 1993",insufficient or ambiguous contextual evidence,Other,"Title: Jar, Ritual Scenes Object type: Jar Culture: Maya Country: Guatemala Region: Mesoamerica Medium: Ceramic, slip, pigment Classification: Ceramics-Containers Tags: Infants; Men; Women",800.0,0.2011662,-0.036757376,-0.03947986,0.30375004
316846,Kero (beaker),Kero,Quechua,,1600,1650,Peru,,,,"Wood, tin, pigment, resin",Wood-Containers,"Bequest of Arthur M. Bullowa, 1993",,https://images.metmuseum.org/CRDImages/ao/original/DP-24246-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24246-001.jpg,https://www.metmuseum.org/art/collection/search/316846,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Bequest of Arthur M. Bullowa, 1993",insufficient or ambiguous contextual evidence,Other,"Title: Kero (beaker) Object type: Kero Culture: Quechua Country: Peru Medium: Wood, tin, pigment, resin Classification: Wood-Containers",1625.0,0.34919316,-0.046548318,0.013402816,0.32705578
316847,Kero (beaker),Kero,Quechua,,1600,1700,Peru,,,,"Wood, tin, pigment, resin",Wood-Containers,"Bequest of Arthur M. Bullowa, 1993",,https://images.metmuseum.org/CRDImages/ao/original/1994.35.19_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1994.35.19_a.JPG,https://www.metmuseum.org/art/collection/search/316847,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Bequest of Arthur M. Bullowa, 1993",insufficient or ambiguous contextual evidence,Other,"Title: Kero (beaker) Object type: Kero Culture: Quechua Country: Peru Medium: Wood, tin, pigment, resin Classification: Wood-Containers",1650.0,0.3046873,-0.041648056,0.013402817,0.32705575
316963,Four-Cornered Hat,Hat,Wari,,600,900,Peru,,,,Camelid hair,Textiles-Costumes,"Bequest of Arthur M. Bullowa, 1993",Birds,https://images.metmuseum.org/CRDImages/ao/original/DP-29610-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29610-001.jpg,https://www.metmuseum.org/art/collection/search/316963,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Bequest of Arthur M. Bullowa, 1993",insufficient or ambiguous contextual evidence,Other,Title: Four-Cornered Hat Object type: Hat Culture: Wari Country: Peru Medium: Camelid hair Classification: Textiles-Costumes Tags: Birds,750.0,0.20468797,0.053064104,-0.1189976,0.2941412
317619,Turkey Vessel,Vessel,Veracruz,,600,1000,Mexico,Mesoamerica,,,"Ceramic, slip, pigment",Ceramics-Containers,"Rogers Fund, 1998",Turkeys,https://images.metmuseum.org/CRDImages/ao/original/hz1998_71.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/hz1998_71.jpg,https://www.metmuseum.org/art/collection/search/317619,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Rogers Fund, 1998",insufficient or ambiguous contextual evidence,Other,"Title: Turkey Vessel Object type: Vessel Culture: Veracruz Country: Mexico Region: Mesoamerica Medium: Ceramic, slip, pigment Classification: Ceramics-Containers Tags: Turkeys",800.0,0.2946356,0.08161698,-0.19870988,0.33390108
317753,Female figurine,Figure,Inca,,1400,1533,"Ecuador, Peru, Bolivia, Chile, or Argentina",,,,Silver-gold alloy,Sculpture-Sheet metal,"Gift of Louise Reinhardt Smith, 1995",Women,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-036.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-036.jpg,https://www.metmuseum.org/art/collection/search/317753,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Louise Reinhardt Smith, 1995",insufficient or ambiguous contextual evidence,Other,"Title: Female figurine Object type: Figure Culture: Inca Country: Ecuador, Peru, Bolivia, Chile, or Argentina Medium: Silver-gold alloy Classification: Sculpture-Sheet metal Tags: Women",1466.5,0.35049352,0.079207264,-0.24114293,0.1374668
317760,Pair of carved ornaments with the Maize God,Earflare frontals,Maya,,400,700,"Southern Mexico, Guatemala, Honduras, or Belize",Mesoamerica,,,Shell,Shell-Ornaments,"Purchase, Arthur M. Bullowa Bequest, 1995",,https://images.metmuseum.org/CRDImages/ao/original/DP-24306-003.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24306-003.jpg,https://www.metmuseum.org/art/collection/search/317760,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Purchase, Arthur M. Bullowa Bequest, 1995",insufficient or ambiguous contextual evidence,Other,"Title: Pair of carved ornaments with the Maize God Object type: Earflare frontals Culture: Maya Country: Southern Mexico, Guatemala, Honduras, or Belize Region: Mesoamerica Medium: Shell Classification: Shell-Ornaments",550.0,0.3150698,-0.11751864,-0.044041842,0.39426258
317802,Pestle Finial,Pestle finial,"Highlands, Mt. Hagen region",,-1500,1600,Papua New Guinea,Highlands,,,Stone,Stone-Implements,"Purchase, Discovery Communications Inc. Gift, 1996",Birds,https://images.metmuseum.org/CRDImages/ao/original/DT4055.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT4055.jpg,https://www.metmuseum.org/art/collection/search/317802,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Purchase, Discovery Communications Inc. Gift, 1996",insufficient or ambiguous contextual evidence,Other,"Title: Pestle Finial Object type: Pestle finial Culture: Highlands, Mt. Hagen region Country: Papua New Guinea Region: Highlands Medium: Stone Classification: Stone-Implements Tags: Birds",50.0,0.41201076,0.03991942,-0.121207014,0.28899777
317803,Bird Figure,Figure,Mount Hagen region,,-1505,-1495,Papua New Guinea,,,,Stone,Stone-Sculpture,"Purchase, Discovery Communications Inc. Gift, 1996",Birds,https://images.metmuseum.org/CRDImages/ao/original/DP134539.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP134539.jpg,https://www.metmuseum.org/art/collection/search/317803,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Purchase, Discovery Communications Inc. Gift, 1996",insufficient or ambiguous contextual evidence,Other,Title: Bird Figure Object type: Figure Culture: Mount Hagen region Country: Papua New Guinea Medium: Stone Classification: Stone-Sculpture Tags: Birds,-1500.0,0.34720328,0.09099696,-0.13505158,0.27830723
317804,Club Head,Club head,"Highlands, Mt. Hagen region",,-1500,1600,Papua New Guinea,Highlands,,,Stone,Stone-Sculpture,"Purchase, Discovery Communications Inc. Gift, 1996",,https://images.metmuseum.org/CRDImages/ao/original/vs1996_373_3.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1996_373_3.jpg,https://www.metmuseum.org/art/collection/search/317804,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Purchase, Discovery Communications Inc. Gift, 1996",insufficient or ambiguous contextual evidence,Other,"Title: Club Head Object type: Club head Culture: Highlands, Mt. Hagen region Country: Papua New Guinea Region: Highlands Medium: Stone Classification: Stone-Sculpture",50.0,0.32040644,0.0004961625,-0.16071807,0.34970084
317877,Processional Cross,Cross,Northern Highlands region,,1300,1500,Ethiopia,Lasta region,,,Brass,Metal-Sculpture,"Purchase, Elaine Rosenberg Gift and funds from various donors, 1998",,https://images.metmuseum.org/CRDImages/ao/original/DP100984.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP100984.jpg,https://www.metmuseum.org/art/collection/search/317877,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,The Michael C. Rockefeller Wing,,,"Purchase, Elaine Rosenberg Gift and funds from various donors, 1998",insufficient or ambiguous contextual evidence,Other,Title: Processional Cross Object type: Cross Culture: Northern Highlands region Country: Ethiopia Region: Lasta region Medium: Brass Classification: Metal-Sculpture,1400.0,0.2226423,-0.11327429,-0.049451258,0.30652356
318345,Censer with seated king,Censer,Maya,,300,400,Guatemala,,,,"Ceramic, slip",Ceramics-Containers,"Gift of Charles and Valerie Diker, 1999",Kings,https://images.metmuseum.org/CRDImages/ao/original/DT4512.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT4512.jpg,https://www.metmuseum.org/art/collection/search/318345,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Charles and Valerie Diker, 1999",insufficient or ambiguous contextual evidence,Other,"Title: Censer with seated king Object type: Censer Culture: Maya Country: Guatemala Medium: Ceramic, slip Classification: Ceramics-Containers Tags: Kings",350.0,0.324142,-0.050956577,-0.06926582,0.32799506
318622,Pendant mask of Ìyọ́bà Idià,Pendant mask,Edo peoples,,1500,1600,Nigeria,,Court of Benin,,"Ivory, iron, brass, coal, traces of iron oxides",Bone/Ivory-Sculpture,"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1972",Portraits; Women,https://images.metmuseum.org/CRDImages/ao/original/DP231460.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP231460.jpg,https://www.metmuseum.org/art/collection/search/318622,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1972",insufficient or ambiguous contextual evidence,Other,"Title: Pendant mask of Ìyọ́bà Idià Object type: Pendant mask Culture: Edo peoples Country: Nigeria Medium: Ivory, iron, brass, coal, traces of iron oxides Classification: Bone/Ivory-Sculpture Tags: Portraits; Women",1550.0,0.3304423,0.02592371,-0.121935286,0.17190397
318662,Vessel with throne scene,Vessel,Maya,,600,900,Guatemala,Mesoamerica,Alta Verapaz,,"Ceramic, slip",Ceramics-Containers,"Gift of Charles and Valerie Diker, 1999",Men; Thrones,https://images.metmuseum.org/CRDImages/ao/original/DT4514.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT4514.jpg,https://www.metmuseum.org/art/collection/search/318662,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Charles and Valerie Diker, 1999",insufficient or ambiguous contextual evidence,Other,"Title: Vessel with throne scene Object type: Vessel Culture: Maya Country: Guatemala Region: Mesoamerica Medium: Ceramic, slip Classification: Ceramics-Containers Tags: Men; Thrones",750.0,0.1887723,-0.039773006,-0.06287796,0.3254679
319633,Cylindrical Vessel,Vessel,Maya,,475,925,Guatemala or Mexico,Mesoamerica,,,Ceramic,Ceramics-Containers,"Anonymous Gift, 2005",,https://images.metmuseum.org/CRDImages/ao/original/DP-13003-003.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13003-003.jpg,https://www.metmuseum.org/art/collection/search/319633,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Anonymous Gift, 2005",insufficient or ambiguous contextual evidence,Other,Title: Cylindrical Vessel Object type: Vessel Culture: Maya Country: Guatemala or Mexico Region: Mesoamerica Medium: Ceramic Classification: Ceramics-Containers,700.0,0.1973061,-0.029084064,-0.100040615,0.4871695
319873,Deity face pendant,Pendant,Maya,,0,0,"Southern Mexico, Guatemala, Honduras, or Belize",,,,"Jadeite or omphacite, iron ochre",Stone-Ornaments,"Purchase, Jan and Marica Vilcek Gift, 2007",,https://images.metmuseum.org/CRDImages/ao/original/DP148420.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP148420.jpg,https://www.metmuseum.org/art/collection/search/319873,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Purchase, Jan and Marica Vilcek Gift, 2007",insufficient or ambiguous contextual evidence,Other,"Title: Deity face pendant Object type: Pendant Culture: Maya Country: Southern Mexico, Guatemala, Honduras, or Belize Medium: Jadeite or omphacite, iron ochre Classification: Stone-Ornaments",,0.29965374,-0.10143609,-0.042999852,0.3763648
320054,Miniature tabard,Tunic,Inca and Spanish,,1600,1700,Bolivia or Peru,,,,"Cotton, camelid hair, silk, metal",Textiles-Woven,"Gift of Penny Righthand, in memory of Richard I. Levine, 2007",,https://images.metmuseum.org/CRDImages/ao/original/DP107700.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP107700.jpg,https://www.metmuseum.org/art/collection/search/320054,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Penny Righthand, in memory of Richard I. Levine, 2007",insufficient or ambiguous contextual evidence,Other,"Title: Miniature tabard Object type: Tunic Culture: Inca and Spanish Country: Bolivia or Peru Medium: Cotton, camelid hair, silk, metal Classification: Textiles-Woven",1650.0,0.025794318,-0.14671268,-0.08152871,0.31738806
320347,Feathered serpent head,Head,Teotihuacan,,100,500,Mexico,,,,"Stone, pigment",Stone-Sculpture,"Museum Purchase, 1900",,https://images.metmuseum.org/CRDImages/ao/original/DP-39201-004.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-39201-004.jpg,https://www.metmuseum.org/art/collection/search/320347,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Museum Purchase, 1900",insufficient or ambiguous contextual evidence,Other,"Title: Feathered serpent head Object type: Head Culture: Teotihuacan Country: Mexico Medium: Stone, pigment Classification: Stone-Sculpture",300.0,0.3616502,-0.03441644,-0.034195118,0.4004087
320804,Hanging (?) Fragment,Tapestry fragment,Peruvian,,1500,1700,Peru,,,,"Camelid hair, cotton",Textiles-Woven,"Gift of Gloria Granz Gonick, 2011",,https://images.metmuseum.org/CRDImages/ao/original/TR.489.2010_a.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/TR.489.2010_a.jpg,https://www.metmuseum.org/art/collection/search/320804,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Gloria Granz Gonick, 2011",insufficient or ambiguous contextual evidence,Other,"Title: Hanging (?) Fragment Object type: Tapestry fragment Culture: Peruvian Country: Peru Medium: Camelid hair, cotton Classification: Textiles-Woven",1600.0,-0.026245322,-0.20468073,-0.11799381,0.28107873
