object_id,title,object_name,culture,period,date_begin,date_end,country,region,city,geography,medium,classification,description,tags,image_url,image_small_url,object_url,is_public_domain,source,search_keywords,department,dynasty,reign,credit_line,cultural_context_reason,cultural_context,text_for_embedding,mid_year,visual_x,visual_y,semantic_x,semantic_y
447804,Composite Camel with Attendant,Illustrated single work,,,1550,1575,Iran,Khurasan,,Attributed to,Opaque watercolor and ink on paper,Codices,"Gift of George D. Pratt, 1925",Men; Camels,https://images.metmuseum.org/CRDImages/is/original/DP240653.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP240653.jpg,https://www.metmuseum.org/art/collection/search/447804,True,The Metropolitan Museum of Art Collection API,Buddhist; India,Islamic Art,,,"Gift of George D. Pratt, 1925",insufficient or ambiguous contextual evidence,Other,Title: Composite Camel with Attendant Object type: Illustrated single work Country: Iran Region: Khurasan Medium: Opaque watercolor and ink on paper Classification: Codices Tags: Men; Camels,1562.5,-0.35305023,-0.09088054,-0.06346279,-0.040144417
448183,"""Krishna Holds Up Mount Govardhan to Shelter the Villagers of Braj"", Folio from a Harivamsa (The Legend of Hari (Krishna))",Folio from an illustrated manuscript,,,1565,1620,present-day Pakistan,,probably Lahore,Made in,"Ink, opaque watercolor, and gold on paper",Codices,"Purchase, Edward C. Moore Jr. Gift, 1928",Animals; Men; Mountains; Krishna,https://images.metmuseum.org/CRDImages/is/original/DP231327.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP231327.jpg,https://www.metmuseum.org/art/collection/search/448183,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Purchase, Edward C. Moore Jr. Gift, 1928",geography matched South Asia indicators,South_Asia,"Title: ""Krishna Holds Up Mount Govardhan to Shelter the Villagers of Braj"", Folio from a Harivamsa (The Legend of Hari (Krishna)) Object type: Folio from an illustrated manuscript Country: present-day Pakistan Medium: Ink, opaque watercolor, and gold on paper Classification: Codices Tags: Animals; Men; Mountains; Krishna",1592.5,-0.4114473,-0.1376952,0.24446705,-0.09168171
448280,"""Bizhan Slaughters the Wild Boars of Irman"", Folio from a Shahnama (Book of Kings)",Folio from an illustrated manuscript,,,1340,1342,Iran,,Shiraz,Made in,"Ink, opaque watercolor, and gold on paper",Codices,"H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929",Hunting; Boars; Horses,https://images.metmuseum.org/CRDImages/is/original/DT214817.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DT214817.jpg,https://www.metmuseum.org/art/collection/search/448280,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Islamic Art,,,"H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929",insufficient or ambiguous contextual evidence,Other,"Title: ""Bizhan Slaughters the Wild Boars of Irman"", Folio from a Shahnama (Book of Kings) Object type: Folio from an illustrated manuscript Country: Iran Medium: Ink, opaque watercolor, and gold on paper Classification: Codices Tags: Hunting; Boars; Horses",1341.0,-0.31591636,-0.19264467,0.02513714,-0.08896875
448587,Panel from a Tent Lining (Qanat),Panel,,,1600,1699,India,Deccan,,Attributed to,"Cotton; plain weave, mordant dyed and painted, resist-dyed",Textiles-Painted and/or Printed,"Rogers Fund, 1931",Flowers; Plants; Leaves,https://images.metmuseum.org/CRDImages/is/original/DP212659.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP212659.jpg,https://www.metmuseum.org/art/collection/search/448587,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Rogers Fund, 1931",geography matched South Asia indicators,South_Asia,"Title: Panel from a Tent Lining (Qanat) Object type: Panel Country: India Region: Deccan Medium: Cotton; plain weave, mordant dyed and painted, resist-dyed Classification: Textiles-Painted and/or Printed Tags: Flowers; Plants; Leaves",1649.5,-0.25511724,-0.10851278,0.0008098441,0.053531416
448938,"""The Funeral of Isfandiyar,"" Folio from a Shahnama (Book of Kings)",Folio from an illustrated manuscriptf,,,1305,1355,Iran,,Tabriz,Attributed to,"Ink, opaque watercolor, and gold on paper",Faience-Cylinder Seals,"Purchase, Joseph Pulitzer Bequest, 1933",Men; Horses; Funerals,https://images.metmuseum.org/CRDImages/is/original/DP238058.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP238058.jpg,https://www.metmuseum.org/art/collection/search/448938,True,The Metropolitan Museum of Art Collection API,Buddhist,Islamic Art,,,"Purchase, Joseph Pulitzer Bequest, 1933",insufficient or ambiguous contextual evidence,Other,"Title: ""The Funeral of Isfandiyar,"" Folio from a Shahnama (Book of Kings) Object type: Folio from an illustrated manuscriptf Country: Iran Medium: Ink, opaque watercolor, and gold on paper Classification: Faience-Cylinder Seals Tags: Men; Horses; Funerals",1330.0,-0.3796482,-0.1506629,0.027845228,-0.11956253
448959,Head from a Figure with a Beaded Headdress,Head of a figure,,,1100,1225,Iran,,,Attributed to,"Fossiliferous limestone; carved, drilled",Stone,"Rogers Fund, 1933",Heads,https://images.metmuseum.org/CRDImages/is/original/DP170373.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP170373.jpg,https://www.metmuseum.org/art/collection/search/448959,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Islamic Art,,,"Rogers Fund, 1933",insufficient or ambiguous contextual evidence,Other,"Title: Head from a Figure with a Beaded Headdress Object type: Head of a figure Country: Iran Medium: Fossiliferous limestone; carved, drilled Classification: Stone Tags: Heads",1162.5,0.34709617,0.13465008,-0.14670433,0.117500104
450483,Head of a Central Asian Figure in a Pointed Cap,Head of a figure,,,1100,1225,Iran,,,From,"Gypsum plaster; modeled, carved",Stucco-Sculpture,"Gift of Abby Aldrich Rockefeller, 1942",Hats; Heads,https://images.metmuseum.org/CRDImages/is/original/DP262928.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP262928.jpg,https://www.metmuseum.org/art/collection/search/450483,True,The Metropolitan Museum of Art Collection API,Ritual,Islamic Art,,,"Gift of Abby Aldrich Rockefeller, 1942",insufficient or ambiguous contextual evidence,Other,"Title: Head of a Central Asian Figure in a Pointed Cap Object type: Head of a figure Country: Iran Medium: Gypsum plaster; modeled, carved Classification: Stucco-Sculpture Tags: Hats; Heads",1162.5,0.3737391,0.08123857,0.0019031392,0.07367069
450761,Mold Fragment with Musicians,Mold fragment and modern cast,,,1075,1125,Iran,,Nishapur,Excavated in,Earthenware; carved,Ceramics,"Rogers Fund, 1948",Musicians,https://images.metmuseum.org/CRDImages/is/original/DP367585.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP367585.jpg,https://www.metmuseum.org/art/collection/search/450761,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Islamic Art,,,"Rogers Fund, 1948",insufficient or ambiguous contextual evidence,Other,Title: Mold Fragment with Musicians Object type: Mold fragment and modern cast Country: Iran Medium: Earthenware; carved Classification: Ceramics Tags: Musicians,1100.0,0.29766127,-0.017675957,-0.14978674,0.07747548
451262,"""Great Hornbill"", Folio from the Shah Jahan Album",Album leaf,,,1515,1645,India,,,Attributed to,"Ink, opaque watercolor, and gold on paper",Codices,"Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955",Birds,https://images.metmuseum.org/CRDImages/is/original/DP246533.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP246533.jpg,https://www.metmuseum.org/art/collection/search/451262,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955",geography matched South Asia indicators,South_Asia,"Title: ""Great Hornbill"", Folio from the Shah Jahan Album Object type: Album leaf Country: India Medium: Ink, opaque watercolor, and gold on paper Classification: Codices Tags: Birds",1580.0,-0.26245734,-0.089797616,0.0845514,-0.08028907
451264,"""Jahangir and his Father, Akbar"", Folio from the Shah Jahan Album",Album leaf,,,1515,1655,India,,,Attributed to,"Ink, opaque watercolor, and gold on paper",Codices,"Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955",Birds; Men,https://images.metmuseum.org/CRDImages/is/original/DP240813.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP240813.jpg,https://www.metmuseum.org/art/collection/search/451264,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955",geography matched South Asia indicators,South_Asia,"Title: ""Jahangir and his Father, Akbar"", Folio from the Shah Jahan Album Object type: Album leaf Country: India Medium: Ink, opaque watercolor, and gold on paper Classification: Codices Tags: Birds; Men",1585.0,-0.39860365,0.050143596,0.16751969,-0.196942
451270,"""Shah Jahan on a Terrace, Holding a Pendant Set With His Portrait"", Folio from the Shah Jahan Album",Album leaf,,,1515,1628,India,,,Attributed to,"Ink, opaque watercolor, and gold on paper",Codices,"Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955",Men; Portraits,https://images.metmuseum.org/CRDImages/is/original/DP246547.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP246547.jpg,https://www.metmuseum.org/art/collection/search/451270,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955",geography matched South Asia indicators,South_Asia,"Title: ""Shah Jahan on a Terrace, Holding a Pendant Set With His Portrait"", Folio from the Shah Jahan Album Object type: Album leaf Country: India Medium: Ink, opaque watercolor, and gold on paper Classification: Codices Tags: Men; Portraits",1571.5,-0.32833526,0.042942688,0.099026024,-0.26749215
451286,"""Rosette Bearing the Names and Titles of Shah Jahan"", Folio from the Shah Jahan Album",Album leaf,,,1605,1670,India,,,Made in,"Ink, opaque watercolor, and gold on paper",Codices,"Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955",Calligraphy,https://images.metmuseum.org/CRDImages/is/original/DP240657.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP240657.jpg,https://www.metmuseum.org/art/collection/search/451286,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955",geography matched South Asia indicators,South_Asia,"Title: ""Rosette Bearing the Names and Titles of Shah Jahan"", Folio from the Shah Jahan Album Object type: Album leaf Country: India Medium: Ink, opaque watercolor, and gold on paper Classification: Codices Tags: Calligraphy",1637.5,-0.26375428,-0.18058705,0.15716694,-0.20784321
451287,"""Page of Calligraphy Illuminated with Animals and Plants in a Field of Flowers"", Folio from the Shah Jahan Album",Album leaf,,,1510,1640,India,,,Made in,"Ink, opaque watercolor, and gold on paper",Codices,"Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955",Persian; Deer; Flowers; Calligraphy,https://images.metmuseum.org/CRDImages/is/original/DP231356.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP231356.jpg,https://www.metmuseum.org/art/collection/search/451287,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Islamic Art,,,"Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955",geography matched South Asia indicators,South_Asia,"Title: ""Page of Calligraphy Illuminated with Animals and Plants in a Field of Flowers"", Folio from the Shah Jahan Album Object type: Album leaf Country: India Medium: Ink, opaque watercolor, and gold on paper Classification: Codices Tags: Persian; Deer; Flowers; Calligraphy",1575.0,-0.21831755,-0.28517258,0.13358968,-0.139498
451302,"""Design for the Water Clock of the Peacocks"", from the Kitab fi ma'rifat al-hiyal al-handasiyya (Book of the Knowledge of Ingenious Mechanical Devices) by Badi' al-Zaman b. al Razzaz al-Jazari",Folio from an illustrated manuscript,,,1314,1316,probably Syria or Iraq,,,Attributed to,"Ink, opaque watercolor, and gold on paper",Codices,"Rogers Fund, 1955",Arabic; Peacocks; Clocks,https://images.metmuseum.org/CRDImages/is/original/DP369551.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP369551.jpg,https://www.metmuseum.org/art/collection/search/451302,True,The Metropolitan Museum of Art Collection API,Ritual,Islamic Art,,,"Rogers Fund, 1955",insufficient or ambiguous contextual evidence,Other,"Title: ""Design for the Water Clock of the Peacocks"", from the Kitab fi ma'rifat al-hiyal al-handasiyya (Book of the Knowledge of Ingenious Mechanical Devices) by Badi' al-Zaman b. al Razzaz al-Jazari Object type: Folio from an illustrated manuscript Country: probably Syria or Iraq Medium: Ink, opaque watercolor, and gold on paper Classification: Codices Tags: Arabic; Peacocks; Clocks",1315.0,-0.2379749,-0.09335721,0.036441933,-0.045296796
451308,Woman  Applying Henna,Illustrated album leaf,,,1575,1599,Iran,,,Attributed to,"Ink, opaque watercolor, and gold on paper",Codices,"Rogers Fund, 1955",Women,https://images.metmuseum.org/CRDImages/is/original/DP240659.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP240659.jpg,https://www.metmuseum.org/art/collection/search/451308,True,The Metropolitan Museum of Art Collection API,Ritual; India,Islamic Art,,,"Rogers Fund, 1955",insufficient or ambiguous contextual evidence,Other,"Title: Woman  Applying Henna Object type: Illustrated album leaf Country: Iran Medium: Ink, opaque watercolor, and gold on paper Classification: Codices Tags: Women",1587.0,-0.4494819,-0.13112806,-0.11664547,-0.10995093
451725,"""The Concourse of the Birds"", Folio 11r from a Mantiq al-Tayr (Language of the Birds)",Folio from an illustrated manuscript,,,1575,1625,Iran,,Isfahan,Attributed to,"Ink, opaque watercolor, gold, and silver on paper",Codices,"Fletcher Fund, 1963",Cranes; Ducks; Poetry; Men; Persian; Peacocks; Roosters,https://images.metmuseum.org/CRDImages/is/original/DP234083.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP234083.jpg,https://www.metmuseum.org/art/collection/search/451725,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Islamic Art,,,"Fletcher Fund, 1963",insufficient or ambiguous contextual evidence,Other,"Title: ""The Concourse of the Birds"", Folio 11r from a Mantiq al-Tayr (Language of the Birds) Object type: Folio from an illustrated manuscript Country: Iran Medium: Ink, opaque watercolor, gold, and silver on paper Classification: Codices Tags: Cranes; Ducks; Poetry; Men; Persian; Peacocks; Roosters",1600.0,-0.38107735,-0.19177908,0.049137134,-0.0098235225
451909,Standing Figure with Jeweled Headdress,Figure,,,1100,1225,Iran,,,Attributed to,"Gypsum plaster; modeled, carved, polychrome-painted, gilded",Sculpture,"Gift of Mr. and Mrs. Lester Wolfe, 1967",Men,https://images.metmuseum.org/CRDImages/is/original/DP235240.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP235240.jpg,https://www.metmuseum.org/art/collection/search/451909,True,The Metropolitan Museum of Art Collection API,Ritual,Islamic Art,,,"Gift of Mr. and Mrs. Lester Wolfe, 1967",insufficient or ambiguous contextual evidence,Other,"Title: Standing Figure with Jeweled Headdress Object type: Figure Country: Iran Medium: Gypsum plaster; modeled, carved, polychrome-painted, gilded Classification: Sculpture Tags: Men",1162.5,0.21354897,0.0047509186,-0.09582724,-0.0027065407
452032,Pierced Bowl Signed by Hasan al-Qashani,Bowl,,,1075,1125,Iran,,,Made in,"Stonepaste; molded and pierced, monochrome decoration under transparent glaze",Ceramics,"Gift of Mr. and Mrs. Lester Wolfe, 1968",Arabic,https://images.metmuseum.org/CRDImages/is/original/DP123181.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP123181.jpg,https://www.metmuseum.org/art/collection/search/452032,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Islamic Art,,,"Gift of Mr. and Mrs. Lester Wolfe, 1968",insufficient or ambiguous contextual evidence,Other,"Title: Pierced Bowl Signed by Hasan al-Qashani Object type: Bowl Country: Iran Medium: Stonepaste; molded and pierced, monochrome decoration under transparent glaze Classification: Ceramics Tags: Arabic",1100.0,0.2775323,-0.044561543,0.011361207,-0.045271136
452102,Damascus Room,Period room,,,1706,1708,Syria,,Damascus,From,"Wood (poplar) with gesso relief, gold and tin leaf, glazes and paint; wood (cypress, poplar, and mulberry), mother-of-pearl, marble and other stones, stucco with glass, plaster ceramic tiles, iron, brass",Wood,"Gift of The Hagop Kevorkian Fund, 1970",,https://images.metmuseum.org/CRDImages/is/original/DP240367.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP240367.jpg,https://www.metmuseum.org/art/collection/search/452102,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Islamic Art,,,"Gift of The Hagop Kevorkian Fund, 1970",insufficient or ambiguous contextual evidence,Other,"Title: Damascus Room Object type: Period room Country: Syria Medium: Wood (poplar) with gesso relief, gold and tin leaf, glazes and paint; wood (cypress, poplar, and mulberry), mother-of-pearl, marble and other stones, stucco with glass, plaster ceramic tiles, iron, brass Classification: Wood",1707.0,-0.12239411,-0.020109322,-0.035072003,-0.010858755
