object_id_1,object_id_2,multimodal_similarity
436485,437508,0.6675674915313721
436485,437878,0.6401464343070984
436485,437173,0.6285728812217712
436485,437061,0.6265982985496521
436513,437202,0.781597375869751
436513,436803,0.7546349763870239
436513,437368,0.727544903755188
436513,436884,0.6689106225967407
436513,436885,0.6878882050514221
436513,437261,0.7126421928405762
436607,437422,0.7596664428710938
436607,437936,0.7375267148017883
436607,437769,0.7218402624130249
436607,436838,0.7054852247238159
436607,437508,0.6865795850753784
436607,438779,0.6599389910697937
436658,437873,0.7332349419593811
436658,437061,0.6719619035720825
436658,437173,0.6715480089187622
436658,437059,0.6505705118179321
436658,436838,0.641330897808075
436803,437202,0.704380214214325
436803,436885,0.6787099242210388
436838,437769,0.8066641092300415
436838,437422,0.7232285141944885
436838,438779,0.7134463787078857
436838,436885,0.6862693428993225
436838,436896,0.703676700592041
436838,437059,0.6901565194129944
436838,437159,0.6369026303291321
436838,437173,0.7052189111709595
