object_id,title,object_name,culture,period,date_begin,date_end,country,region,city,geography,medium,classification,description,tags,image_url,image_small_url,object_url,is_public_domain,source,search_keywords,department,dynasty,reign,credit_line
316415,Ceremonial Textile (Tampan),Ceremonial textile,Lampung,,1800,1900,Indonesia,Sumatra,Piya,,Cotton,Textiles-Woven,"Gift of Anita E. Spertus and Robert J. Holmgren, in honor of Douglas Newton, 1990",Ships,https://images.metmuseum.org/CRDImages/ao/original/DP-23874-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23874-001.jpg,https://www.metmuseum.org/art/collection/search/316415,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Anita E. Spertus and Robert J. Holmgren, in honor of Douglas Newton, 1990"
312643,Yoke,Yoke,Veracruz,,600,900,Mexico,Mesoamerica,,,Serpentine,Stone-Sculpture,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",,https://images.metmuseum.org/CRDImages/ao/original/DP-23864-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23864-001.jpg,https://www.metmuseum.org/art/collection/search/312643,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979"
322621,Relief panel,Relief,Assyrian,Neo-Assyrian,-883,-859,,Mesopotamia,,,Gypsum alabaster,,"Gift of John D. Rockefeller Jr., 1932",,https://images.metmuseum.org/CRDImages/an/original/DP355694.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP355694.jpg,https://www.metmuseum.org/art/collection/search/322621,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Gift of John D. Rockefeller Jr., 1932"
312558,Female Figurine,Figure,Inca,,1400,1533,"Ecuador, Peru, Bolivia, Chile, or Argentina",,,,Silver,Sculpture-Sheet metal,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Women,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-027.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-027.jpg,https://www.metmuseum.org/art/collection/search/312558,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979"
324324,Handle of a flywhisk or fan,Flywhisk or fan handle,Assyrian,Neo-Assyrian,-800,-600,,Mesopotamia,,,Ivory,,"Rogers Fund, 1954",,https://images.metmuseum.org/CRDImages/an/original/DP-38927-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-38927-001.jpg,https://www.metmuseum.org/art/collection/search/324324,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Rogers Fund, 1954"
317619,Turkey Vessel,Vessel,Veracruz,,600,1000,Mexico,Mesoamerica,,,"Ceramic, slip, pigment",Ceramics-Containers,"Rogers Fund, 1998",Turkeys,https://images.metmuseum.org/CRDImages/ao/original/hz1998_71.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/hz1998_71.jpg,https://www.metmuseum.org/art/collection/search/317619,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Rogers Fund, 1998"
450483,Head of a Central Asian Figure in a Pointed Cap,Head of a figure,,,1100,1225,Iran,,,From,"Gypsum plaster; modeled, carved",Stucco-Sculpture,"Gift of Abby Aldrich Rockefeller, 1942",Hats; Heads,https://images.metmuseum.org/CRDImages/is/original/DP262928.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP262928.jpg,https://www.metmuseum.org/art/collection/search/450483,True,The Metropolitan Museum of Art Collection API,Ritual,Islamic Art,,,"Gift of Abby Aldrich Rockefeller, 1942"
845738,The Scapegoat,Print,,,1861,1861,,,,,Various engraving techniques on chine collé,Prints,"Bequest of James David Draper, 2019",Goats,https://images.metmuseum.org/CRDImages/dp/original/DP-21323-001.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP-21323-001.jpg,https://www.metmuseum.org/art/collection/search/845738,True,The Metropolitan Museum of Art Collection API,Ritual,Drawings and Prints,,,"Bequest of James David Draper, 2019"
322619,Relief panel,Relief,Assyrian,Neo-Assyrian,-883,-859,,Mesopotamia,,,Gypsum alabaster,,"Gift of John D. Rockefeller Jr., 1932",,https://images.metmuseum.org/CRDImages/an/original/DP355701.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP355701.jpg,https://www.metmuseum.org/art/collection/search/322619,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Gift of John D. Rockefeller Jr., 1932"
315492,Male Figurine,Figure,Inca,,1400,1533,"Ecuador, Peru, Bolivia, Chile, or Argentina",,,,Silver,Sculpture-Sheet metal,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986",Men,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-021.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-021.jpg,https://www.metmuseum.org/art/collection/search/315492,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986"
317753,Female figurine,Figure,Inca,,1400,1533,"Ecuador, Peru, Bolivia, Chile, or Argentina",,,,Silver-gold alloy,Sculpture-Sheet metal,"Gift of Louise Reinhardt Smith, 1995",Women,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-036.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-036.jpg,https://www.metmuseum.org/art/collection/search/317753,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Louise Reinhardt Smith, 1995"
313325,Ceremonial Handle (?),Handle,Maya,,600,900,Mexico or Guatemala,Mesoamerica,,,Jade (jadeite/omphacite),Stone-Sculpture,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Serpents,https://images.metmuseum.org/CRDImages/ao/original/DP102172corrected.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP102172corrected.jpg,https://www.metmuseum.org/art/collection/search/313325,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979"
319873,Deity face pendant,Pendant,Maya,,0,0,"Southern Mexico, Guatemala, Honduras, or Belize",,,,"Jadeite or omphacite, iron ochre",Stone-Ornaments,"Purchase, Jan and Marica Vilcek Gift, 2007",,https://images.metmuseum.org/CRDImages/ao/original/DP148420.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP148420.jpg,https://www.metmuseum.org/art/collection/search/319873,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Purchase, Jan and Marica Vilcek Gift, 2007"
316813,"Jar, Ritual Scenes",Jar,Maya,,700,900,Guatemala,Mesoamerica,,,"Ceramic, slip, pigment",Ceramics-Containers,"Gift of Mr. and Mrs. Charles Diker, 1993",Infants; Men; Women,https://images.metmuseum.org/CRDImages/ao/original/1993.441_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1993.441_a.JPG,https://www.metmuseum.org/art/collection/search/316813,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Mr. and Mrs. Charles Diker, 1993"
436513,The Presentation of Christ in the Temple,"Painting, predella panel",,,1430,1440,,,,,Tempera and gold on wood,Paintings,"Gift of George Blumenthal, 1941",Temples; Men; Women; Virgin Mary; Jesus; Saints; Joseph,https://images.metmuseum.org/CRDImages/ep/original/DP-26503-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-26503-001.jpg,https://www.metmuseum.org/art/collection/search/436513,True,The Metropolitan Museum of Art Collection API,Ritual,European Paintings,,,"Gift of George Blumenthal, 1941"
39569,Eighteen Songs of a Nomad Flute: The Story of Lady Wenji,Handscroll,China,Ming dynasty (1368–1644),1400,1433,,,,,"Handscroll; ink, color, and gold on silk",Paintings,"Ex coll.: C. C. Wang Family, Gift of The Dillon Fund, 1973",Tents; Men; Women; Horses,https://images.metmuseum.org/CRDImages/as/original/DP213003_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP213003_CRD.jpg,https://www.metmuseum.org/art/collection/search/39569,True,The Metropolitan Museum of Art Collection API,Ritual; China,Asian Art,,,"Ex coll.: C. C. Wang Family, Gift of The Dillon Fund, 1973"
314524,Cylindrical Vessel,Vessel,Maya,,100,200,Guatemala,Mesoamerica,,,Ceramic,Ceramics-Containers,"Gift of Arthur M. Bullowa, 1982",,https://images.metmuseum.org/CRDImages/ao/original/h1_1982.207.7.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/h1_1982.207.7.jpg,https://www.metmuseum.org/art/collection/search/314524,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Arthur M. Bullowa, 1982"
324599,Incised furniture plaque with two ibexes flanking a stylized palmette tree,Relief,Assyrian,Neo-Assyrian,-900,-700,,Mesopotamia,,,Ivory,,"Rogers Fund, 1957",Ibex,https://images.metmuseum.org/CRDImages/an/original/DP110594.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110594.jpg,https://www.metmuseum.org/art/collection/search/324599,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Rogers Fund, 1957"
437654,Circus Sideshow (Parade de cirque),Painting,,,1887,1888,,,,,Oil on canvas,Paintings,"Bequest of Stephen C. Clark, 1960",Musical Instruments; Men; Women; Circus; Musicians,https://images.metmuseum.org/CRDImages/ep/original/DP375450_cropped.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP375450_cropped.jpg,https://www.metmuseum.org/art/collection/search/437654,True,The Metropolitan Museum of Art Collection API,Ritual,European Paintings,,,"Bequest of Stephen C. Clark, 1960"
482518,Pasiphaë,Painting,,,1938,1948,,,,,Oil on canvas,Paintings,"Purchase, Rogers, Fletcher, and Harris Brisbane Dick Funds and Joseph Pulitzer Bequest, 1982",,,,https://www.metmuseum.org/art/collection/search/482518,False,The Metropolitan Museum of Art Collection API,Ritual,Modern and Contemporary Art,,,"Purchase, Rogers, Fletcher, and Harris Brisbane Dick Funds and Joseph Pulitzer Bequest, 1982"
319633,Cylindrical Vessel,Vessel,Maya,,475,925,Guatemala or Mexico,Mesoamerica,,,Ceramic,Ceramics-Containers,"Anonymous Gift, 2005",,https://images.metmuseum.org/CRDImages/ao/original/DP-13003-003.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13003-003.jpg,https://www.metmuseum.org/art/collection/search/319633,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Anonymous Gift, 2005"
324596,Plaque with tribute bearers,Relief,Assyrian,Neo-Assyrian,-900,-700,,Mesopotamia,,,Ivory,,"Rogers Fund, 1957",Men,https://images.metmuseum.org/CRDImages/an/original/DP110591.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110591.jpg,https://www.metmuseum.org/art/collection/search/324596,True,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Rogers Fund, 1957"
310607,"Vessel, Seated Deities",Vessel,Maya,,500,700,Guatemala,Mesoamerica,,,Ceramic,Ceramics-Containers,"The Michael C. Rockefeller Memorial Collection, Purchase, Mrs. Gertrud A. Mellon Gift, 1967",Mythical Creatures; Deities,https://images.metmuseum.org/CRDImages/ao/original/DP-13003-005.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13003-005.jpg,https://www.metmuseum.org/art/collection/search/310607,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"The Michael C. Rockefeller Memorial Collection, Purchase, Mrs. Gertrud A. Mellon Gift, 1967"
314522,Tetrapod Jar,Bowl,Maya,,-200,1,El Salvador or Guatemala,Mesoamerica,,,Ceramic,Ceramics-Containers,"Gift of Arthur M. Bullowa, 1982",,https://images.metmuseum.org/CRDImages/ao/original/DP23127.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP23127.jpg,https://www.metmuseum.org/art/collection/search/314522,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Arthur M. Bullowa, 1982"
314518,Tetrapod Bowl,Vessel,Maya,,1,400,Guatemala,Mesoamerica,,,Ceramic,Ceramics-Containers,"Gift of Arthur M. Bullowa, 1982",,https://images.metmuseum.org/CRDImages/ao/original/DP-13003-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13003-001.jpg,https://www.metmuseum.org/art/collection/search/314518,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Arthur M. Bullowa, 1982"
926603,Study for The Epic of Gilgamesh (Part Two): The Night May Bring You Happiness and Joy,Study for The Epic of Gilgamesh (Part Two): The Night May Bring You Happiness an,Iraqi,Modern Arab,1965,1966,,,,,Ink and ink wash on paper,,"Purchase, Museum Acquisitions Fund, Henrie Jo Barth Bequest, and funds from various donors, 2025",,,,https://www.metmuseum.org/art/collection/search/926603,False,The Metropolitan Museum of Art Collection API,Ritual,Ancient West Asian Art,,,"Purchase, Museum Acquisitions Fund, Henrie Jo Barth Bequest, and funds from various donors, 2025"
310480,Head of a Rain God,Head,Maya,,900,1100,Mexico,Mesoamerica,,,Fossiliferous limestone,Stone-Sculpture,"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1963",,https://images.metmuseum.org/CRDImages/ao/original/DP-23862-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23862-001.jpg,https://www.metmuseum.org/art/collection/search/310480,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1963"
467731,Box with Standing Saints,Casket,"French (lid)/European (lower elements, hardware)",,1300,1399,"France (lid)/European (lower elements, hardware)",,,Made in,"Elephant ivory, gilded copper mounts",Ivories-Elephant,"Gift of George Blumenthal, 1941",Men,https://images.metmuseum.org/CRDImages/md/original/sf41-100-158s5.jpg,https://images.metmuseum.org/CRDImages/md/web-large/sf41-100-158s5.jpg,https://www.metmuseum.org/art/collection/search/467731,True,The Metropolitan Museum of Art Collection API,Ritual,Medieval Art,,,"Gift of George Blumenthal, 1941"
316304,Tripod Plate,Plate,Maya,,800,1000,Mexico,Mesoamerica,,,Ceramic,Ceramics-Containers,"Gift of Arthur M. Bullowa, 1989",,https://images.metmuseum.org/CRDImages/ao/original/DP219258.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP219258.jpg,https://www.metmuseum.org/art/collection/search/316304,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Arthur M. Bullowa, 1989"
314528,Tunic with Diamond Band,Tunic,Inca,,1460,1540,Peru,,,,"Camelid hair, cotton",Textiles-Woven,"Rogers Fund, 1982",,https://images.metmuseum.org/CRDImages/ao/original/DP107698.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP107698.jpg,https://www.metmuseum.org/art/collection/search/314528,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Rogers Fund, 1982"
698331,Pair of Earflares with Multifigure Scenes,Earflare,Chimú,,1100,1500,Peru,,,,Gold,Metal-Ornaments,"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1991",,https://images.metmuseum.org/CRDImages/ao/original/DP370838.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP370838.jpg,https://www.metmuseum.org/art/collection/search/698331,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1991"
451308,Woman  Applying Henna,Illustrated album leaf,,,1575,1599,Iran,,,Attributed to,"Ink, opaque watercolor, and gold on paper",Codices,"Rogers Fund, 1955",Women,https://images.metmuseum.org/CRDImages/is/original/DP240659.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP240659.jpg,https://www.metmuseum.org/art/collection/search/451308,True,The Metropolitan Museum of Art Collection API,Ritual; India,Islamic Art,,,"Rogers Fund, 1955"
314523,Cylindrical Vessel,Vessel,Maya,,-100,100,Guatemala,Mesoamerica,,,"Ceramic, slip",Ceramics-Containers,"Gift of Arthur M. Bullowa, 1982",,https://images.metmuseum.org/CRDImages/ao/original/DP101926.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP101926.jpg,https://www.metmuseum.org/art/collection/search/314523,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Arthur M. Bullowa, 1982"
314827,Tripod Bird Bowl,Bowl with lid,Maya,,200,400,Guatemala,Mesoamerica,,,Ceramic,Ceramics-Containers,"Gift of Carolyn C. and Dan C. Williams, 1984",Birds,https://images.metmuseum.org/CRDImages/ao/original/DT4867.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT4867.jpg,https://www.metmuseum.org/art/collection/search/314827,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Carolyn C. and Dan C. Williams, 1984"
313251,Female figurine,Figure,Inca,,1400,1533,"Ecuador, Peru, Bolivia, Chile, or Argentina",,,,Gold,Sculpture-Sheet metal,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Women,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-033.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-033.jpg,https://www.metmuseum.org/art/collection/search/313251,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979"
452211,Pyxis Depicting Standing Saints or Ecclesiastics and the Entry into Jerusalem with Christ Riding a Donkey,Box,,,1250,1299,Syria,,,Attributed to,"Brass; hammered, engraved, inlaid with silver",Metal,"Rogers Fund, 1971",Men; Donkeys; Christ,https://images.metmuseum.org/CRDImages/is/original/DP214312.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP214312.jpg,https://www.metmuseum.org/art/collection/search/452211,True,The Metropolitan Museum of Art Collection API,Ritual,Islamic Art,,,"Rogers Fund, 1971"
571242,Sickle Insert,"sickle, insert, dentiuclated, blade, tool, element",,"Probably New Kingdom, Ramesside–Third Intermediate Period",-1184,-664,Egypt,Memphite Region,,From,Flint,,"Rogers Fund, 1948",,,,https://www.metmuseum.org/art/collection/search/571242,False,The Metropolitan Museum of Art Collection API,Ritual,Egyptian Art,,,"Rogers Fund, 1948"
322973,Plate with king hunting rams,Plate,Sasanian,Sasanian,459,531,,Iran,,,"Silver, mercury gilding, niello inlay",,"Fletcher Fund, 1934",Kings; Men; Hunting; Horses; Rams,https://images.metmuseum.org/CRDImages/an/original/DP-42233-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-42233-001.jpg,https://www.metmuseum.org/art/collection/search/322973,True,The Metropolitan Museum of Art Collection API,Ritual; China,Ancient West Asian Art,,,"Fletcher Fund, 1934"
315668,Tupu (pin),Pin,Inca,,1400,1533,"Ecuador, Peru, Bolivia, Chile, or Argentina",,,,Copper or alloy of copper,Metal-Ornaments,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986",,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-020.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-020.jpg,https://www.metmuseum.org/art/collection/search/315668,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986"
320804,Hanging (?) Fragment,Tapestry fragment,Peruvian,,1500,1700,Peru,,,,"Camelid hair, cotton",Textiles-Woven,"Gift of Gloria Granz Gonick, 2011",,https://images.metmuseum.org/CRDImages/ao/original/TR.489.2010_a.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/TR.489.2010_a.jpg,https://www.metmuseum.org/art/collection/search/320804,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Gloria Granz Gonick, 2011"
451302,"""Design for the Water Clock of the Peacocks"", from the Kitab fi ma'rifat al-hiyal al-handasiyya (Book of the Knowledge of Ingenious Mechanical Devices) by Badi' al-Zaman b. al Razzaz al-Jazari",Folio from an illustrated manuscript,,,1314,1316,probably Syria or Iraq,,,Attributed to,"Ink, opaque watercolor, and gold on paper",Codices,"Rogers Fund, 1955",Arabic; Peacocks; Clocks,https://images.metmuseum.org/CRDImages/is/original/DP369551.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP369551.jpg,https://www.metmuseum.org/art/collection/search/451302,True,The Metropolitan Museum of Art Collection API,Ritual,Islamic Art,,,"Rogers Fund, 1955"
316963,Four-Cornered Hat,Hat,Wari,,600,900,Peru,,,,Camelid hair,Textiles-Costumes,"Bequest of Arthur M. Bullowa, 1993",Birds,https://images.metmuseum.org/CRDImages/ao/original/DP-29610-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29610-001.jpg,https://www.metmuseum.org/art/collection/search/316963,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Bequest of Arthur M. Bullowa, 1993"
664761,Head of a Central Asian Figure,Head of a figure,,,1100,1299,Iran,,,Country of Origin,"Gypsum plaster; modeled, carved",Stucco-Sculpture,"Purchase, Friends of Islamic Art Gifts, 2014",Heads,https://images.metmuseum.org/CRDImages/is/original/DP353091.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP353091.jpg,https://www.metmuseum.org/art/collection/search/664761,True,The Metropolitan Museum of Art Collection API,Ritual,Islamic Art,,,"Purchase, Friends of Islamic Art Gifts, 2014"
203915,Seated Faun,Statuette,,,1535,1555,,,,,Bronze,Sculpture-Bronze,"Gift of Irwin Untermyer, 1964",Male Nudes,https://images.metmuseum.org/CRDImages/es/original/DP-610-001.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-610-001.jpg,https://www.metmuseum.org/art/collection/search/203915,True,The Metropolitan Museum of Art Collection API,Ritual,European Sculpture and Decorative Arts,,,"Gift of Irwin Untermyer, 1964"
453317,Confronted Animal Rug,Carpet,,,1300,1399,Turkey,,,Attributed to,"Wool (warp, weft, and pile); symmetrically knotted pile",Textiles-Rugs,"Purchase, Harris Brisbane Dick Fund, Joseph Pulitzer Bequest, Louis V. Bell Fund and Fletcher, Pfeiffer and Rogers Funds, 1990",Animals,https://images.metmuseum.org/CRDImages/is/original/DP229999.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP229999.jpg,https://www.metmuseum.org/art/collection/search/453317,True,The Metropolitan Museum of Art Collection API,Tibet,Islamic Art,,,"Purchase, Harris Brisbane Dick Fund, Joseph Pulitzer Bequest, Louis V. Bell Fund and Fletcher, Pfeiffer and Rogers Funds, 1990"
454359,"""The Death of King Dasharatha, the Father of Rama"", Folio from a Ramayana",Folio from an illustrated manuscript,,,1580,1630,India,,,Attributed to,Opaque watercolor and gold on paper,Codices,"Cynthia Hazen Polsky and Leon B. Polsky Fund, 2002",Men; Women; Death,https://images.metmuseum.org/CRDImages/is/original/DP107193.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP107193.jpg,https://www.metmuseum.org/art/collection/search/454359,True,The Metropolitan Museum of Art Collection API,Tibet; Nepal; India,Islamic Art,,,"Cynthia Hazen Polsky and Leon B. Polsky Fund, 2002"
454344,"""Rama Receives Sugriva and Jambavat, the Monkey and Bear Kings"", Folio from a Ramayana",Folio from an illustrated manuscript,,,1580,1630,India,,,Attributed to,"Ink, opaque watercolor, and gold on paper",Codices,"Cynthia Hazen Polsky and Leon B. Polsky Fund, 2002",Bears; Princes; Men; Monkeys,https://images.metmuseum.org/CRDImages/is/original/DP103079.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP103079.jpg,https://www.metmuseum.org/art/collection/search/454344,True,The Metropolitan Museum of Art Collection API,Tibet; Nepal; India,Islamic Art,,,"Cynthia Hazen Polsky and Leon B. Polsky Fund, 2002"
454358,"""The Court of Ravana"", Folio from a Ramayana",Folio from an illustrated manuscript,,,1580,1630,India,,,Attributed to,Opaque watercolor and gold on paper,Codices,"Cynthia Hazen Polsky and Leon B. Polsky Fund, 2002",Demons,https://images.metmuseum.org/CRDImages/is/original/DP107192.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP107192.jpg,https://www.metmuseum.org/art/collection/search/454358,True,The Metropolitan Museum of Art Collection API,Tibet; Nepal; India,Islamic Art,,,"Cynthia Hazen Polsky and Leon B. Polsky Fund, 2002"
454357,"""The Awakening of Kumbhakarna in the Golden City of Lanka"", Folio from a Ramayana",Folio from an illustrated manuscript,,,1580,1630,India,,,Made in,Opaque watercolor and gold on paper,Codices,"Cynthia Hazen Polsky and Leon B. Polsky Fund, 2002",Sleeping; Men; Demons,https://images.metmuseum.org/CRDImages/is/original/DP107191.JPG,https://images.metmuseum.org/CRDImages/is/web-large/DP107191.JPG,https://www.metmuseum.org/art/collection/search/454357,True,The Metropolitan Museum of Art Collection API,Tibet; Nepal; India,Islamic Art,,,"Cynthia Hazen Polsky and Leon B. Polsky Fund, 2002"
678610,Set of Sacrificial Weapons,Set of Sacrifical Weapons,"Indian, Bengal (?) or Nepalese",,1801,1900,Nepal,,,Possibly from,"Steel, wood, brass",Shafted Weapons,"Bequest of George C. Stone, 1935",,https://images.metmuseum.org/CRDImages/aa/original/36.25.1284_018AA2015.jpg,https://images.metmuseum.org/CRDImages/aa/web-large/36.25.1284_018AA2015.jpg,https://www.metmuseum.org/art/collection/search/678610,True,The Metropolitan Museum of Art Collection API,Nepal; India,Arms and Armor,,,"Bequest of George C. Stone, 1935"
24317,Sacrificial Sword (Kartrī or Churī),Sacrificial sword (kartrī or churī),"Indian, Bengal (?) or Nepalese",,1801,1900,Nepal,,,Possibly from,"Steel, brass, wood",Knives,"Bequest of George C. Stone, 1935",Birds; Eyes,https://images.metmuseum.org/CRDImages/aa/original/36.25.1285_002AA2016.jpg,https://images.metmuseum.org/CRDImages/aa/web-large/36.25.1285_002AA2016.jpg,https://www.metmuseum.org/art/collection/search/24317,True,The Metropolitan Museum of Art Collection API,Nepal; India,Arms and Armor,,,"Bequest of George C. Stone, 1935"
24318,Sacrificial Knife,Sacrificial knife,"Indian, Bengal (?) or Nepalese",,1801,1900,Nepal,,,Possibly from,"Steel, brass, wood",Knives,"Bequest of George C. Stone, 1935",Eyes,https://images.metmuseum.org/CRDImages/aa/original/36.25.1286_002AA2016.jpg,https://images.metmuseum.org/CRDImages/aa/web-large/36.25.1286_002AA2016.jpg,https://www.metmuseum.org/art/collection/search/24318,True,The Metropolitan Museum of Art Collection API,Nepal; India,Arms and Armor,,,"Bequest of George C. Stone, 1935"
24316,Sacrificial Sword (Rāmdāo),Sacrificial Sword (Rāmdāo),"Indian, Bengal (?) or Nepalese",,1801,1900,Nepal,,,Possibly from,"Steel, wood, brass",Shafted Weapons,"Bequest of George C. Stone, 1935",,https://images.metmuseum.org/CRDImages/aa/original/36.25.1284_018AA2015.jpg,https://images.metmuseum.org/CRDImages/aa/web-large/36.25.1284_018AA2015.jpg,https://www.metmuseum.org/art/collection/search/24316,True,The Metropolitan Museum of Art Collection API,Nepal; India,Arms and Armor,,,"Bequest of George C. Stone, 1935"
